                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                0.99206,                 0.8097,                 1.1416,                0.70315,                0.39325,                0.46433,                0.32263,                 2.0013,                 3.3449,                 2.4009,             0.00089685,             0.00089685,             0.00089685
                     17,                0.96775,                0.78062,                 1.1248,                0.78502,                0.38949,                0.47942,                0.34022,                   1.94,                 3.1899,                 2.3108,             0.00084184,             0.00084184,             0.00084184
                     18,                0.95936,                0.77186,                 1.1196,                0.77761,                0.37594,                0.42625,                 0.3069,                 1.9557,                 3.3453,                 2.3262,             0.00078682,             0.00078682,             0.00078682
                     19,                0.93025,                0.73912,                 1.1124,                0.73702,                0.39203,                0.46622,                0.33463,                 1.9975,                 3.2977,                 2.3391,             0.00073181,             0.00073181,             0.00073181
                     20,                0.91324,                0.71947,                 1.0999,                0.81968,                0.38618,                0.49957,                0.35593,                 1.9667,                 3.1835,                 2.4191,              0.0006768,              0.0006768,              0.0006768
                     21,                0.82891,                0.58707,                 1.0501,                0.78839,                0.39226,                0.48806,                0.35265,                 1.9739,                 3.1157,                 2.3572,             0.00062179,             0.00062179,             0.00062179
                     22,                0.80718,                0.56047,                 1.0401,                0.86651,                0.39097,                0.49637,                0.35295,                 1.9423,                 3.2954,                 2.3812,             0.00056678,             0.00056678,             0.00056678
                     23,                0.78334,                0.53063,                 1.0269,                0.73854,                0.41778,                0.49281,                0.34285,                 2.0268,                 2.9973,                 2.3658,             0.00051177,             0.00051177,             0.00051177
                     24,                0.76225,                0.50823,                 1.0179,                0.77703,                0.40405,                0.51247,                0.36781,                 1.9671,                 3.3812,                 2.3575,             0.00045676,             0.00045676,             0.00045676
                     25,                0.74219,                 0.4975,                 1.0046,                0.88339,                0.38179,                0.48244,                 0.3581,                 1.9042,                 3.7548,                 2.3326,             0.00040175,             0.00040175,             0.00040175
                     26,                0.71863,                0.47461,                0.99138,                0.82041,                 0.4051,                0.51926,                0.37684,                 1.9278,                 3.4827,                 2.4268,             0.00034674,             0.00034674,             0.00034674
                     27,                0.69461,                0.45696,                0.97947,                0.75638,                0.41768,                0.53128,                0.38728,                 1.9381,                 3.3871,                 2.4587,             0.00029172,             0.00029172,             0.00029172
                     28,                0.67851,                0.44154,                0.97387,                0.82919,                 0.4016,                0.51647,                0.37879,                 1.9264,                 3.3365,                 2.3804,             0.00023671,             0.00023671,             0.00023671
                     29,                0.66478,                0.42713,                0.96116,                0.85642,                0.39392,                0.51251,                0.38198,                 1.9059,                 3.5709,                 2.3668,              0.0001817,              0.0001817,              0.0001817
                     30,                0.64638,                0.40713,                0.95809,                0.81295,                0.40608,                0.52396,                 0.3906,                 1.9211,                 3.5448,                 2.3716,             0.00012669,             0.00012669,             0.00012669
